date,team,opponent,elo_after,elo_change,score
2021-06-08,Saint Vincent and the Grenadines,Cuba,1148,-15,1 - 0
2021-07-02,Saint Vincent and the Grenadines,Haiti,1140,-8,6 - 1
2022-05-12,Saint Vincent and the Grenadines,Dominica,1130,-10,2 - 1
2022-05-15,Saint Vincent and the Grenadines,Dominica,1115,-15,3 - 1
2022-06-03,Saint Vincent and the Grenadines,Bahamas,1086,-29,1 - 0
2022-06-06,Saint Vincent and the Grenadines,Nicaragua,1090,4,2 - 2
2022-06-10,Saint Vincent and the Grenadines,Trinidad and Tobago,1072,-18,0 - 2
2022-06-13,Saint Vincent and the Grenadines,Trinidad and Tobago,1065,-7,4 - 1
2022-09-24,Saint Vincent and the Grenadines,Grenada,1087,22,1 - 3
2022-10-01,Saint Vincent and the Grenadines,Grenada,1064,-23,1 - 5
2023-03-24,Saint Vincent and the Grenadines,Nicaragua,1053,-11,4 - 1
2023-03-27,Saint Vincent and the Grenadines,Bahamas,1039,-14,1 - 1
2023-09-08,Saint Vincent and the Grenadines,Belize,1065,26,1 - 2
2023-09-12,Saint Vincent and the Grenadines,Bermuda,1085,20,4 - 3
2023-10-13,Saint Vincent and the Grenadines,French Guiana,1056,-29,1 - 4
2023-10-16,Saint Vincent and the Grenadines,French Guiana,1051,-5,3 - 2
2023-11-17,Saint Vincent and the Grenadines,Bermuda,1037,-14,3 - 1
2023-11-21,Saint Vincent and the Grenadines,Belize,1078,41,3 - 0
2024-05-02,Saint Vincent and the Grenadines,Dominica,1056,-22,1 - 3
2024-05-05,Saint Vincent and the Grenadines,Dominica,1066,10,2 - 0
2024-05-26,Saint Vincent and the Grenadines,Grenada,1090,24,0 - 3
2024-06-05,Saint Vincent and the Grenadines,Suriname,1080,-10,4 - 1
2024-06-09,Saint Vincent and the Grenadines,El Salvador,1071,-9,3 - 1
2024-09-05,Saint Vincent and the Grenadines,Bonaire,1063,-8,1 - 1
2024-09-08,Saint Vincent and the Grenadines,Montserrat,1088,25,2 - 0
2024-10-10,Saint Vincent and the Grenadines,El Salvador,1079,-9,2 - 3
2024-10-13,Saint Vincent and the Grenadines,El Salvador,1111,32,2 - 1
2024-11-14,Saint Vincent and the Grenadines,Montserrat,1123,12,2 - 1
2024-11-17,Saint Vincent and the Grenadines,Bonaire,1133,10,3 - 1
2025-03-06,Saint Vincent and the Grenadines,Grenada,1129,-4,1 - 1
2025-03-09,Saint Vincent and the Grenadines,Grenada,1125,-4,1 - 1
2025-03-21,Saint Vincent and the Grenadines,Jamaica,1140,15,1 - 1
2025-03-25,Saint Vincent and the Grenadines,Jamaica,1137,-3,3 - 0
2025-05-20,Saint Vincent and the Grenadines,St Kitts and Nevis,1155,18,1 - 3
2025-05-25,Saint Vincent and the Grenadines,St Kitts and Nevis,1165,10,3 - 0
2025-05-29,Saint Vincent and the Grenadines,British Virgin Islands,1155,-10,1 - 1
2025-06-04,Saint Vincent and the Grenadines,Anguilla,1157,2,6 - 0
2025-06-10,Saint Vincent and the Grenadines,Puerto Rico,1140,-17,2 - 1
2025-10-05,Saint Vincent and the Grenadines,Cuba,1162,22,7 - 0
2025-10-08,Saint Vincent and the Grenadines,Cuba,1170,8,1 - 0
2025-11-12,Saint Vincent and the Grenadines,Dominican Republic,1160,-10,2 - 0
2025-11-15,Saint Vincent and the Grenadines,St Lucia,1174,14,3 - 1
2026-03-26,Saint Vincent and the Grenadines,Bonaire,1135,-36,3 - 1
2026-03-29,Saint Vincent and the Grenadines,Barbados,1141,6,3 - 2
2023-11-17,Samoa,Solomon Islands,677,-1,1 - 0
2023-11-20,Samoa,American Samoa,702,25,10 - 0
2023-11-27,Samoa,Tahiti,699,-3,2 - 1
2024-03-20,Samoa,Tonga,727,28,1 - 4
2024-03-23,Samoa,Cook Islands,745,18,1 - 0
2024-06-16,Samoa,Tahiti,740,-5,2 - 0
2024-06-19,Samoa,Fiji,736,-4,9 - 1
2024-06-22,Samoa,Papua New Guinea,730,-6,2 - 1
2024-09-06,Samoa,American Samoa,734,4,2 - 0
2024-09-09,Samoa,Tonga,740,6,2 - 1
2024-10-12,Samoa,Vanuatu,735,-5,4 - 1
2024-11-15,Samoa,Tahiti,730,-5,3 - 0
2021-09-02,San Marino,Andorra,819,-9,2 - 0
2021-09-05,San Marino,Poland,818,-1,1 - 7
2021-09-08,San Marino,Albania,817,-1,5 - 0
2021-10-12,San Marino,Andorra,794,-23,0 - 3
2022-03-25,San Marino,Lithuania,792,-2,1 - 2
2022-03-28,San Marino,Cabo Verde,791,-1,2 - 0
2022-06-02,San Marino,Estonia,790,-1,2 - 0
2022-06-05,San Marino,Malta,783,-7,0 - 2
2022-06-12,San Marino,Malta,781,-2,1 - 0
2022-09-26,San Marino,Estonia,778,-3,0 - 4
2022-11-17,San Marino,St Lucia,786,8,1 - 1
2022-11-20,San Marino,St Lucia,784,-2,1 - 0
2023-03-23,San Marino,Northern Ireland,783,-1,0 - 2
2023-06-16,San Marino,Kazakhstan,781,-2,3 - 0
2023-09-10,San Marino,Slovenia,780,-1,0 - 4
2023-10-14,San Marino,Northern Ireland,779,-1,3 - 0
2023-11-17,San Marino,Kazakhstan,778,-1,3 - 1
2024-03-20,San Marino,St Kitts and Nevis,771,-7,1 - 3
2024-03-24,San Marino,St Kitts and Nevis,777,6,0 - 0
2024-06-11,San Marino,Cyprus,774,-3,1 - 4
2024-09-05,San Marino,Liechtenstein,799,25,1 - 0
2024-10-10,San Marino,Gibraltar,794,-5,1 - 0
2024-10-13,San Marino,Andorra,791,-3,2 - 0
2024-11-15,San Marino,Gibraltar,800,9,1 - 1
2024-11-18,San Marino,Liechtenstein,849,49,1 - 3
2025-03-21,San Marino,Cyprus,847,-2,2 - 0
2025-03-24,San Marino,Romania,846,-1,1 - 5
2025-09-06,San Marino,Bosnia and Herzegovina,842,-3,0 - 6
2025-09-09,San Marino,Malta,841,-1,3 - 1
2025-10-12,San Marino,Cyprus,833,-8,0 - 4
2026-03-28,San Marino,Faroe Islands,832,-1,1 - 2
2026-03-31,San Marino,Andorra,836,4,0 - 0
2026-06-05,San Marino,Bangladesh,826,-10,1 - 2
2026-06-09,San Marino,Azerbaijan,825,-1,2 - 1
2021-06-05,Saudi Arabia,Yemen,1579,4,3 - 0
2021-06-11,Saudi Arabia,Singapore,1582,3,3 - 0
2021-06-15,Saudi Arabia,Uzbekistan,1606,24,3 - 0
2021-09-02,Saudi Arabia,Vietnam,1616,10,3 - 1
2021-09-07,Saudi Arabia,Oman,1637,21,0 - 1
2021-10-07,Saudi Arabia,Japan,1657,20,1 - 0
2021-10-12,Saudi Arabia,China,1664,7,3 - 2
2021-11-11,Saudi Arabia,Australia,1674,10,0 - 0
2021-11-16,Saudi Arabia,Vietnam,1683,9,0 - 1
2021-12-01,Saudi Arabia,Jordan,1654,-29,1 - 0
2021-12-04,Saudi Arabia,Palestine,1642,-12,1 - 1
2021-12-07,Saudi Arabia,Morocco,1628,-14,1 - 0
2022-01-27,Saudi Arabia,Oman,1637,9,1 - 0
2022-02-01,Saudi Arabia,Japan,1624,-13,2 - 0
2022-03-24,Saudi Arabia,China,1615,-9,1 - 1
2022-03-29,Saudi Arabia,Australia,1634,19,1 - 0
2022-06-05,Saudi Arabia,Colombia,1630,-4,1 - 0
2022-06-09,Saudi Arabia,Venezuela,1621,-9,1 - 0
2022-09-23,Saudi Arabia,Ecuador,1627,6,0 - 0
2022-09-27,Saudi Arabia,USA,1632,5,0 - 0
2022-10-22,Saudi Arabia,North Macedonia,1640,8,1 - 0
2022-10-26,Saudi Arabia,Albania,1637,-3,1 - 1
2022-10-30,Saudi Arabia,Honduras,1632,-5,0 - 0
2022-11-06,Saudi Arabia,Iceland,1640,8,1 - 0
2022-11-10,Saudi Arabia,Panama,1640,0,1 - 1
2022-11-16,Saudi Arabia,Croatia,1635,-5,0 - 1
2022-11-22,Saudi Arabia,Argentina,1692,57,2 - 1
2022-11-26,Saudi Arabia,Poland,1662,-30,2 - 0
2022-11-30,Saudi Arabia,Mexico,1643,-19,2 - 1
2023-01-06,Saudi Arabia,Yemen,1645,2,2 - 0
2023-01-09,Saudi Arabia,Iraq,1617,-28,2 - 0
2023-01-12,Saudi Arabia,Oman,1594,-23,2 - 1
2023-03-24,Saudi Arabia,Venezuela,1584,-10,1 - 2
2023-03-28,Saudi Arabia,Bolivia,1572,-12,1 - 2
2023-09-08,Saudi Arabia,Costa Rica,1560,-12,3 - 1
2023-09-12,Saudi Arabia,South Korea,1555,-5,1 - 0
2023-10-13,Saudi Arabia,Nigeria,1557,2,2 - 2
2023-10-17,Saudi Arabia,Mali,1545,-12,3 - 1
2023-11-16,Saudi Arabia,Pakistan,1546,1,4 - 0
2023-11-21,Saudi Arabia,Jordan,1585,39,0 - 2
2024-01-04,Saudi Arabia,Lebanon,1588,3,1 - 0
2024-01-09,Saudi Arabia,Palestine,1583,-5,0 - 0
2024-01-10,Saudi Arabia,Hong Kong,1585,2,2 - 0
2024-01-16,Saudi Arabia,Oman,1609,24,2 - 1
2024-01-21,Saudi Arabia,Kyrgyzstan,1617,8,2 - 0
2024-01-25,Saudi Arabia,Thailand,1604,-13,0 - 0
2024-01-30,Saudi Arabia,South Korea,1615,11,1 - 1
2024-03-21,Saudi Arabia,Tajikistan,1620,5,1 - 0
2024-03-26,Saudi Arabia,Tajikistan,1612,-8,1 - 1
2024-06-06,Saudi Arabia,Pakistan,1613,1,0 - 3
2024-06-11,Saudi Arabia,Jordan,1587,-26,1 - 2
2024-09-05,Saudi Arabia,Indonesia,1572,-15,1 - 1
2024-09-10,Saudi Arabia,China,1588,16,1 - 2
2024-10-10,Saudi Arabia,Japan,1573,-15,0 - 2
2024-10-15,Saudi Arabia,Bahrain,1562,-11,0 - 0
2024-11-14,Saudi Arabia,Australia,1575,13,0 - 0
2024-11-19,Saudi Arabia,Indonesia,1535,-40,2 - 0
2024-12-17,Saudi Arabia,Trinidad and Tobago,1541,6,3 - 1
2024-12-22,Saudi Arabia,Bahrain,1516,-25,3 - 2
2024-12-25,Saudi Arabia,Yemen,1519,3,3 - 2
2024-12-28,Saudi Arabia,Iraq,1558,39,3 - 1
2024-12-31,Saudi Arabia,Oman,1535,-23,2 - 1
2025-03-20,Saudi Arabia,China,1544,9,1 - 0
2025-03-25,Saudi Arabia,Japan,1561,17,0 - 0
2025-05-30,Saudi Arabia,Jordan,1575,14,2 - 0
2025-06-05,Saudi Arabia,Bahrain,1607,32,0 - 2
2025-06-10,Saudi Arabia,Australia,1590,-17,1 - 2
2025-06-15,Saudi Arabia,Haiti,1609,19,1 - 0
2025-06-19,Saudi Arabia,USA,1597,-12,1 - 0
2025-06-22,Saudi Arabia,Trinidad and Tobago,1584,-13,1 - 1
2025-06-28,Saudi Arabia,Mexico,1568,-16,2 - 0
2025-09-04,Saudi Arabia,North Macedonia,1580,12,2 - 1
2025-09-08,Saudi Arabia,Czech Republic,1587,7,1 - 1
2025-10-08,Saudi Arabia,Indonesia,1592,5,3 - 2
2025-10-14,Saudi Arabia,Iraq,1586,-7,0 - 0
2025-11-14,Saudi Arabia,Côte d'Ivoire,1594,8,1 - 0
2025-11-18,Saudi Arabia,Algeria,1579,-15,0 - 2
2025-12-02,Saudi Arabia,Oman,1593,14,2 - 1
2025-12-05,Saudi Arabia,Comoros,1607,14,3 - 1
2025-12-08,Saudi Arabia,Morocco,1598,-9,1 - 0
2025-12-11,Saudi Arabia,Palestine,1612,14,2 - 1
2025-12-15,Saudi Arabia,Jordan,1596,-16,1 - 0
2025-12-18,Saudi Arabia,United Arab Emirates,1593,-3,0 - 0
2026-03-27,Saudi Arabia,Egypt,1571,-21,0 - 4
2026-03-31,Saudi Arabia,Serbia,1568,-3,2 - 1
2026-05-30,Saudi Arabia,Ecuador,1566,-2,2 - 1
2026-06-05,Saudi Arabia,Puerto Rico,1569,3,3 - 0
2026-06-09,Saudi Arabia,Senegal,1576,7,0 - 0
2021-06-02,Scotland,Netherlands,1673,7,2 - 2
2021-06-06,Scotland,Luxembourg,1678,5,0 - 1
2021-06-14,Scotland,Czech Republic,1639,-39,0 - 2
2021-06-18,Scotland,England,1661,22,0 - 0
2021-06-22,Scotland,Croatia,1629,-32,1 - 3
2021-09-01,Scotland,Denmark,1624,-5,2 - 0
2021-09-04,Scotland,Moldova,1626,2,1 - 0
2021-09-07,Scotland,Austria,1657,31,0 - 1
2021-10-09,Scotland,Israel,1671,14,3 - 2
2021-10-12,Scotland,Faroe Islands,1677,6,0 - 1
2021-11-12,Scotland,Moldova,1683,6,0 - 2
2021-11-15,Scotland,Denmark,1729,46,2 - 0
2022-03-24,Scotland,Poland,1727,-2,1 - 1
2022-03-29,Scotland,Austria,1730,3,2 - 2
2022-06-01,Scotland,Ukraine,1699,-31,1 - 3
2022-06-08,Scotland,Armenia,1709,10,2 - 0
2022-06-11,Scotland,Republic of Ireland,1678,-31,3 - 0
2022-06-14,Scotland,Armenia,1706,28,1 - 4
2022-09-21,Scotland,Ukraine,1745,39,3 - 0
2022-09-24,Scotland,Republic of Ireland,1757,12,2 - 1
2022-09-27,Scotland,Ukraine,1761,4,0 - 0
2022-11-16,Scotland,Turkey,1752,-9,2 - 1
2023-03-25,Scotland,Cyprus,1756,4,3 - 0
2023-03-28,Scotland,Spain,1798,42,2 - 0
2023-06-17,Scotland,Norway,1821,23,1 - 2
2023-06-20,Scotland,Georgia,1832,11,2 - 0
2023-09-08,Scotland,Cyprus,1839,7,0 - 3
2023-09-12,Scotland,England,1827,-12,1 - 3
2023-10-12,Scotland,Spain,1817,-10,2 - 0
2023-10-17,Scotland,France,1814,-3,4 - 1
2023-11-16,Scotland,Georgia,1810,-4,2 - 2
2023-11-19,Scotland,Norway,1801,-9,3 - 3
2024-03-22,Scotland,Netherlands,1794,-7,4 - 0
2024-03-26,Scotland,Northern Ireland,1776,-18,0 - 1
2024-06-03,Scotland,Gibraltar,1776,0,2 - 0
2024-06-07,Scotland,Finland,1770,-6,2 - 2
2024-06-14,Scotland,Germany,1752,-18,5 - 1
2024-06-19,Scotland,Switzerland,1759,7,1 - 1
2024-06-23,Scotland,Hungary,1735,-24,1 - 0
2024-09-05,Scotland,Poland,1709,-26,2 - 3
2024-09-08,Scotland,Portugal,1705,-4,2 - 1
2024-10-12,Scotland,Croatia,1699,-6,2 - 1
2024-10-15,Scotland,Portugal,1709,10,0 - 0
2024-11-15,Scotland,Croatia,1735,26,1 - 0
2024-11-18,Scotland,Poland,1760,25,1 - 2
2025-03-20,Scotland,Greece,1788,28,0 - 1
2025-03-23,Scotland,Greece,1743,-45,0 - 3
2025-06-06,Scotland,Iceland,1717,-26,1 - 3
2025-06-09,Scotland,Liechtenstein,1718,1,0 - 4
2025-09-05,Scotland,Denmark,1729,12,0 - 0
2025-09-08,Scotland,Belarus,1741,12,2 - 0
2025-10-09,Scotland,Greece,1767,26,3 - 1
2025-10-12,Scotland,Belarus,1771,4,2 - 1
2025-11-15,Scotland,Greece,1756,-15,3 - 2
2025-11-18,Scotland,Denmark,1790,34,4 - 2
2026-03-28,Scotland,Japan,1780,-10,0 - 1
2026-03-31,Scotland,Côte d'Ivoire,1767,-13,1 - 0
2026-05-30,Scotland,Curaçao,1770,3,4 - 1
2026-06-06,Scotland,Bolivia,1782,12,4 - 0
2021-06-05,Senegal,Zambia,1730,4,3 - 1
2021-06-08,Senegal,Cabo Verde,1733,3,2 - 0
2021-07-07,Senegal,Namibia,1697,-36,2 - 1
2021-07-09,Senegal,Mozambique,1700,3,1 - 0
2021-07-13,Senegal,Zimbabwe,1705,5,2 - 1
2021-07-14,Senegal,Malawi,1709,4,2 - 1
2021-07-16,Senegal,Eswatini,1691,-18,2 - 2
2021-07-18,Senegal,South Africa,1686,-5,0 - 0
2021-09-01,Senegal,Togo,1689,3,2 - 0
2021-09-07,Senegal,Congo,1702,13,1 - 3
2021-10-09,Senegal,Namibia,1708,6,4 - 1
2021-10-12,Senegal,Namibia,1716,8,3 - 1
2021-11-11,Senegal,Togo,1701,-15,1 - 1
2021-11-14,Senegal,Congo,1705,4,2 - 0
2022-01-10,Senegal,Zimbabwe,1710,5,1 - 0
2022-01-14,Senegal,Guinea,1693,-17,0 - 0
2022-01-18,Senegal,Malawi,1673,-20,0 - 0
2022-01-25,Senegal,Cabo Verde,1692,19,2 - 0
2022-01-30,Senegal,Equatorial Guinea,1710,18,3 - 1
2022-02-02,Senegal,Burkina Faso,1734,24,3 - 1
2022-02-06,Senegal,Egypt,1731,-3,0 - 0
2022-03-25,Senegal,Egypt,1715,-16,1 - 0
2022-03-29,Senegal,Egypt,1729,14,1 - 0
2022-06-04,Senegal,Benin,1736,7,3 - 1
2022-06-07,Senegal,Rwanda,1737,1,1 - 0
2022-07-13,Senegal,Eswatini,1720,-17,1 - 1
2022-07-15,Senegal,Zambia,1686,-34,4 - 3
2022-07-17,Senegal,Mozambique,1670,-16,1 - 1
2022-09-24,Senegal,Bolivia,1683,13,2 - 0
2022-09-27,Senegal,Iran,1687,4,1 - 1
2022-11-21,Senegal,Netherlands,1677,-10,2 - 0
2022-11-25,Senegal,Qatar,1730,53,1 - 3
2022-11-29,Senegal,Ecuador,1773,43,2 - 1
2022-12-04,Senegal,England,1747,-26,3 - 0
2023-03-24,Senegal,Mozambique,1750,3,5 - 1
2023-03-28,Senegal,Mozambique,1755,5,0 - 1
2023-06-17,Senegal,Benin,1742,-13,1 - 1
2023-06-20,Senegal,Brazil,1769,27,4 - 2
2023-09-09,Senegal,Rwanda,1750,-19,1 - 1
2023-09-12,Senegal,Algeria,1736,-14,0 - 1
2023-10-16,Senegal,Cameroon,1743,7,1 - 0
2023-11-18,Senegal,South Sudan,1744,1,4 - 0
2023-11-21,Senegal,Togo,1731,-13,0 - 0
2024-01-08,Senegal,Niger,1732,1,1 - 0
2024-01-15,Senegal,Gambia,1743,11,3 - 0
2024-01-19,Senegal,Cameroon,1766,23,3 - 1
2024-01-23,Senegal,Guinea,1778,12,2 - 0
2024-01-29,Senegal,Côte d'Ivoire,1769,-9,1 - 1
2024-03-22,Senegal,Gabon,1774,5,3 - 0
2024-03-26,Senegal,Benin,1776,2,1 - 0
2024-06-06,Senegal,DR Congo,1761,-15,1 - 1
2024-06-09,Senegal,Mauritania,1767,6,0 - 1
2024-09-06,Senegal,Burkina Faso,1751,-16,1 - 1
2024-09-09,Senegal,Burundi,1754,3,1 - 0
2024-10-11,Senegal,Malawi,1756,2,4 - 0
2024-10-15,Senegal,Malawi,1760,4,0 - 1
2024-11-14,Senegal,Burkina Faso,1769,9,1 - 0
2024-11-19,Senegal,Burundi,1771,2,2 - 0
2025-03-22,Senegal,Sudan,1755,-16,0 - 0
2025-03-25,Senegal,Togo,1759,4,2 - 0
2025-06-06,Senegal,Republic of Ireland,1757,-1,1 - 1
2025-06-10,Senegal,England,1784,27,1 - 3
2025-09-05,Senegal,Sudan,1787,3,2 - 0
2025-09-09,Senegal,DR Congo,1802,15,2 - 3
2025-10-10,Senegal,South Sudan,1805,3,0 - 5
2025-10-14,Senegal,Mauritania,1808,3,4 - 0
2025-11-15,Senegal,Brazil,1800,-8,2 - 0
2025-11-18,Senegal,Kenya,1803,3,8 - 0
2025-12-23,Senegal,Botswana,1808,5,3 - 0
2025-12-27,Senegal,DR Congo,1796,-12,1 - 1
2025-12-30,Senegal,Benin,1806,10,3 - 0
2026-01-03,Senegal,Sudan,1812,5,3 - 1
2026-01-09,Senegal,Mali,1823,11,1 - 0
2026-01-14,Senegal,Egypt,1837,14,1 - 0
2026-01-18,Senegal,Morocco,1869,32,0 - 1
2026-03-28,Senegal,Peru,1878,8,2 - 0
2026-03-31,Senegal,Gambia,1879,1,3 - 1
2026-05-31,Senegal,USA,1867,-12,3 - 2
2026-06-09,Senegal,Saudi Arabia,1860,-7,0 - 0
2021-06-07,Serbia,Jamaica,1792,-6,1 - 1
2021-06-11,Serbia,Japan,1784,-8,1 - 0
2021-09-01,Serbia,Qatar,1798,14,4 - 0
2021-09-04,Serbia,Luxembourg,1802,4,4 - 1
2021-09-07,Serbia,Republic of Ireland,1797,-5,1 - 1
2021-10-09,Serbia,Luxembourg,1803,6,0 - 1
2021-10-12,Serbia,Azerbaijan,1805,2,3 - 1
2021-11-11,Serbia,Qatar,1812,7,4 - 0
2021-11-14,Serbia,Portugal,1846,34,1 - 2
2022-03-24,Serbia,Hungary,1855,9,0 - 1
2022-03-29,Serbia,Denmark,1845,-10,3 - 0
2022-06-02,Serbia,Norway,1815,-30,0 - 1
2022-06-05,Serbia,Slovenia,1825,10,4 - 1
2022-06-09,Serbia,Sweden,1849,24,0 - 1
2022-06-12,Serbia,Slovenia,1841,-8,2 - 2
2022-09-24,Serbia,Sweden,1860,19,4 - 1
2022-09-27,Serbia,Norway,1892,32,0 - 2
2022-11-18,Serbia,Bahrain,1898,6,1 - 5
2022-11-24,Serbia,Brazil,1882,-16,2 - 0
2022-11-28,Serbia,Cameroon,1862,-20,3 - 3
2022-12-02,Serbia,Switzerland,1835,-27,3 - 2
2023-01-25,Serbia,USA,1847,12,1 - 2
2023-03-24,Serbia,Lithuania,1848,1,2 - 0
2023-03-27,Serbia,Montenegro,1864,16,0 - 2
2023-06-16,Serbia,Jordan,1867,3,3 - 2
2023-06-20,Serbia,Bulgaria,1854,-13,1 - 1
2023-09-07,Serbia,Hungary,1827,-27,1 - 2
2023-09-10,Serbia,Lithuania,1831,4,1 - 3
2023-10-14,Serbia,Hungary,1817,-14,2 - 1
2023-10-17,Serbia,Montenegro,1824,7,3 - 1
2023-11-15,Serbia,Belgium,1820,-4,1 - 0
2023-11-19,Serbia,Bulgaria,1802,-18,2 - 2
2024-03-21,Serbia,Russia,1786,-16,4 - 0
2024-03-25,Serbia,Cyprus,1788,2,0 - 1
2024-06-04,Serbia,Austria,1783,-5,2 - 1
2024-06-08,Serbia,Sweden,1801,18,0 - 3
2024-06-16,Serbia,England,1788,-13,1 - 0
2024-06-20,Serbia,Slovenia,1785,-3,1 - 1
2024-06-25,Serbia,Denmark,1789,4,0 - 0
2024-09-05,Serbia,Spain,1802,13,0 - 0
2024-09-08,Serbia,Denmark,1784,-18,2 - 0
2024-10-12,Serbia,Switzerland,1812,28,2 - 0
2024-10-15,Serbia,Spain,1807,-5,3 - 0
2024-11-15,Serbia,Switzerland,1813,6,1 - 1
2024-11-18,Serbia,Denmark,1810,-3,0 - 0
2025-03-20,Serbia,Austria,1819,9,1 - 1
2025-03-23,Serbia,Austria,1844,25,2 - 0
2025-06-07,Serbia,Albania,1838,-6,0 - 0
2025-06-10,Serbia,Andorra,1838,0,3 - 0
2025-09-06,Serbia,Latvia,1841,3,0 - 1
2025-09-09,Serbia,England,1806,-35,0 - 5
2025-10-11,Serbia,Albania,1773,-33,0 - 1
2025-10-14,Serbia,Andorra,1775,2,1 - 3
2025-11-13,Serbia,England,1768,-7,2 - 0
2025-11-16,Serbia,Latvia,1769,1,2 - 1
2026-03-27,Serbia,Spain,1766,-2,3 - 0
2026-03-31,Serbia,Saudi Arabia,1769,3,2 - 1
2026-05-31,Serbia,Cabo Verde,1742,-27,3 - 0
2026-06-04,Serbia,Mexico,1734,-8,5 - 1
2021-09-01,Seychelles,Comoros,902,-6,7 - 1
2021-09-04,Seychelles,Burundi,894,-8,8 - 1
2021-11-10,Seychelles,Bangladesh,892,-2,1 - 1
2021-11-13,Seychelles,Sri Lanka,902,10,0 - 1
2021-11-19,Seychelles,Sri Lanka,897,-5,3 - 3
2022-03-19,Seychelles,Mauritius,902,5,0 - 0
2022-03-23,Seychelles,Lesotho,916,14,0 - 0
2022-03-27,Seychelles,Lesotho,905,-11,3 - 1
2022-07-05,Seychelles,Botswana,901,-4,1 - 0
2022-07-07,Seychelles,Angola,898,-3,3 - 0
2022-07-10,Seychelles,Comoros,893,-5,2 - 1
2022-07-18,Seychelles,Mauritius,884,-9,2 - 0
2023-03-25,Seychelles,Bangladesh,876,-8,1 - 0
2023-03-28,Seychelles,Bangladesh,888,12,0 - 1
2023-07-06,Seychelles,Comoros,880,-8,3 - 0
2023-07-09,Seychelles,Malawi,875,-5,2 - 0
2023-07-11,Seychelles,Zambia,873,-2,4 - 2
2023-11-17,Seychelles,Côte d'Ivoire,860,-1,9 - 0
2023-11-20,Seychelles,Kenya,855,-5,5 - 0
2024-06-08,Seychelles,Gambia,851,-4,5 - 1
2024-06-11,Seychelles,Burundi,846,-5,3 - 1
2024-06-28,Seychelles,Lesotho,863,17,1 - 1
2024-07-01,Seychelles,Angola,862,-1,3 - 2
2024-07-03,Seychelles,Namibia,859,-3,3 - 1
2025-03-20,Seychelles,Gabon,858,-1,3 - 0
2025-03-25,Seychelles,Burundi,851,-7,5 - 0
2025-09-03,Seychelles,Gabon,848,-2,4 - 0
2025-09-09,Seychelles,Kenya,845,-3,5 - 0
2025-10-10,Seychelles,Côte d'Ivoire,844,-1,7 - 0
2025-10-14,Seychelles,Gambia,841,-3,7 - 0
2026-03-26,Seychelles,Lesotho,858,16,0 - 0
2026-03-29,Seychelles,Lesotho,853,-5,2 - 1
2021-06-15,Sierra Leone,Benin,1350,28,1 - 0
2021-10-06,Sierra Leone,South Sudan,1342,-10,1 - 1
2021-10-09,Sierra Leone,Gambia,1358,16,2 - 1
2021-11-13,Sierra Leone,Comoros,1338,-20,2 - 0
2022-01-11,Sierra Leone,Algeria,1360,22,0 - 0
2022-01-16,Sierra Leone,Côte d'Ivoire,1377,17,2 - 2
2022-01-20,Sierra Leone,Equatorial Guinea,1358,-19,1 - 0
2022-03-24,Sierra Leone,Togo,1339,-19,3 - 0
2022-03-27,Sierra Leone,Liberia,1349,10,1 - 0
2022-03-29,Sierra Leone,Congo,1358,9,2 - 1
2022-06-09,Sierra Leone,Nigeria,1354,-4,2 - 1
2022-06-13,Sierra Leone,Guinea-Bissau,1356,2,2 - 2
2022-09-24,Sierra Leone,South Africa,1350,-6,4 - 0
2022-09-27,Sierra Leone,DR Congo,1337,-13,3 - 0
2023-03-22,Sierra Leone,São Tomé and Príncipe,1324,-13,2 - 2
2023-03-26,Sierra Leone,São Tomé and Príncipe,1336,12,2 - 0
2023-06-18,Sierra Leone,Nigeria,1329,-7,3 - 2
2023-09-11,Sierra Leone,Guinea-Bissau,1318,-11,2 - 1
2023-10-14,Sierra Leone,Benin,1320,2,1 - 1
2023-10-17,Sierra Leone,Somalia,1322,2,2 - 0
2023-11-15,Sierra Leone,Ethiopia,1322,0,0 - 0
2023-11-19,Sierra Leone,Egypt,1315,-7,2 - 0
2024-01-06,Sierra Leone,Côte d'Ivoire,1312,-3,5 - 1
2024-01-11,Sierra Leone,Morocco,1311,-1,3 - 1
2024-06-05,Sierra Leone,Djibouti,1315,4,2 - 1
2024-06-10,Sierra Leone,Burkina Faso,1325,10,2 - 2
2024-09-06,Sierra Leone,Chad,1316,-9,0 - 0
2024-09-10,Sierra Leone,Zambia,1303,-13,3 - 2
2024-10-11,Sierra Leone,Côte d'Ivoire,1298,-5,4 - 1
2024-10-15,Sierra Leone,Côte d'Ivoire,1333,35,1 - 0
2024-11-13,Sierra Leone,Chad,1324,-9,1 - 1
2024-11-19,Sierra Leone,Zambia,1299,-25,2 - 0
2025-03-20,Sierra Leone,Guinea-Bissau,1332,33,3 - 1
2025-03-25,Sierra Leone,Egypt,1329,-3,1 - 0
2025-09-04,Sierra Leone,Guinea-Bissau,1329,2,1 - 1
2025-09-09,Sierra Leone,Ethiopia,1355,26,2 - 0
2025-10-08,Sierra Leone,Burkina Faso,1343,-12,1 - 0
2025-10-12,Sierra Leone,Djibouti,1346,3,2 - 1
2026-03-30,Sierra Leone,Azerbaijan,1348,4,1 - 1
2026-06-06,Sierra Leone,Liberia,1354,6,1 - 0
2026-06-09,Sierra Leone,Liberia,1341,-13,3 - 1
