date,team,opponent,elo_after,elo_change,score
2021-06-03,Singapore,Palestine,1145,-15,4 - 0
2021-06-07,Singapore,Uzbekistan,1138,-7,5 - 0
2021-06-11,Singapore,Saudi Arabia,1135,-3,3 - 0
2021-11-11,Singapore,Kyrgyzstan,1129,-6,2 - 1
2021-12-05,Singapore,Myanmar,1143,14,3 - 0
2021-12-08,Singapore,Philippines,1157,14,2 - 1
2021-12-14,Singapore,Timor-Leste,1159,2,2 - 0
2021-12-18,Singapore,Thailand,1133,-26,0 - 2
2021-12-22,Singapore,Indonesia,1131,-2,1 - 1
2021-12-25,Singapore,Indonesia,1098,-33,2 - 4
2022-03-26,Singapore,Malaysia,1112,14,2 - 1
2022-03-29,Singapore,Philippines,1128,16,2 - 0
2022-06-01,Singapore,Kuwait,1121,-7,2 - 0
2022-06-08,Singapore,Kyrgyzstan,1113,-8,2 - 1
2022-06-11,Singapore,Tajikistan,1102,-11,1 - 0
2022-06-14,Singapore,Myanmar,1124,22,6 - 2
2022-09-21,Singapore,Vietnam,1117,-7,4 - 0
2022-09-24,Singapore,India,1122,5,1 - 1
2022-12-17,Singapore,Maldives,1127,5,3 - 1
2022-12-24,Singapore,Myanmar,1133,6,3 - 2
2022-12-27,Singapore,Laos,1139,6,0 - 2
2022-12-30,Singapore,Vietnam,1148,9,0 - 0
2023-01-03,Singapore,Malaysia,1128,-20,4 - 1
2023-03-23,Singapore,Hong Kong,1131,3,1 - 1
2023-03-26,Singapore,Macau,1134,3,0 - 1
2023-06-16,Singapore,Papua New Guinea,1134,0,2 - 2
2023-06-18,Singapore,Solomon Islands,1134,0,1 - 1
2023-09-08,Singapore,Tajikistan,1123,-11,0 - 2
2023-09-12,Singapore,Taiwan,1128,5,3 - 1
2023-10-12,Singapore,Guam,1130,2,2 - 1
2023-10-17,Singapore,Guam,1135,5,0 - 1
2023-11-16,Singapore,South Korea,1134,-1,5 - 0
2023-11-21,Singapore,Thailand,1115,-19,1 - 3
2024-03-21,Singapore,China,1125,10,2 - 2
2024-03-26,Singapore,China,1118,-7,4 - 1
2024-06-06,Singapore,South Korea,1114,-4,0 - 7
2024-06-11,Singapore,Thailand,1109,-5,3 - 1
2024-11-14,Singapore,Myanmar,1112,3,3 - 2
2024-11-18,Singapore,Taiwan,1095,-17,2 - 3
2024-12-11,Singapore,Cambodia,1100,5,2 - 1
2024-12-14,Singapore,Timor-Leste,1105,5,3 - 0
2024-12-17,Singapore,Thailand,1093,-12,2 - 4
2024-12-20,Singapore,Malaysia,1106,13,0 - 0
2024-12-26,Singapore,Vietnam,1082,-24,0 - 2
2024-12-29,Singapore,Vietnam,1074,-8,3 - 1
2025-03-21,Singapore,Nepal,1058,-16,0 - 1
2025-03-25,Singapore,Hong Kong,1057,-1,0 - 0
2025-06-05,Singapore,Maldives,1062,5,3 - 1
2025-06-10,Singapore,Bangladesh,1080,18,1 - 2
2025-09-04,Singapore,Malaysia,1078,-3,2 - 1
2025-09-09,Singapore,Myanmar,1072,-6,1 - 1
2025-10-09,Singapore,India,1072,0,1 - 1
2025-10-14,Singapore,India,1104,31,1 - 2
2025-11-13,Singapore,Thailand,1102,-2,3 - 2
2025-11-18,Singapore,Hong Kong,1131,29,1 - 2
2026-03-31,Singapore,Bangladesh,1137,6,1 - 0
2026-05-31,Singapore,Mongolia,1139,2,4 - 0
2026-06-05,Singapore,China,1134,-5,1 - 2
2022-06-03,Sint Maarten,United States Virgin Islands,759,-6,1 - 1
2022-06-06,Sint Maarten,Bonaire,770,11,2 - 2
2022-06-11,Sint Maarten,Turks and Caicos Islands,808,38,8 - 2
2022-06-14,Sint Maarten,Turks and Caicos Islands,777,-31,2 - 0
2023-03-04,Sint Maarten,St Barthelemy,760,-17,5 - 1
2023-03-25,Sint Maarten,Bonaire,822,62,6 - 1
2023-03-28,Sint Maarten,United States Virgin Islands,838,16,1 - 2
2023-06-17,Sint Maarten,French Guiana,834,-4,4 - 1
2023-09-07,Sint Maarten,St Lucia,819,-15,5 - 1
2023-09-10,Sint Maarten,Guadeloupe,817,-2,4 - 0
2023-10-12,Sint Maarten,St Kitts and Nevis,811,-6,3 - 2
2023-10-15,Sint Maarten,St Kitts and Nevis,848,37,0 - 1
2023-11-16,Sint Maarten,Guadeloupe,844,-4,2 - 0
2023-11-19,Sint Maarten,St Lucia,880,36,1 - 2
2024-03-17,Sint Maarten,Anguilla,872,-8,1 - 1
2024-06-02,Sint Maarten,Anguilla,840,-32,0 - 3
2024-06-04,Sint Maarten,Bonaire,855,15,3 - 1
2024-09-06,Sint Maarten,Aruba,896,41,2 - 0
2024-09-09,Sint Maarten,Haiti,894,-2,6 - 0
2024-10-11,Sint Maarten,Puerto Rico,926,32,3 - 2
2024-10-14,Sint Maarten,Puerto Rico,916,-10,2 - 1
2024-11-15,Sint Maarten,Haiti,913,-3,8 - 0
2024-11-18,Sint Maarten,Aruba,934,21,1 - 0
2025-11-12,Sint Maarten,St Kitts and Nevis,941,8,0 - 0
2025-11-15,Sint Maarten,Dominica,957,16,3 - 2
2026-03-27,Sint Maarten,Belize,977,21,3 - 2
2026-03-30,Sint Maarten,Dominica,975,-2,0 - 0
2021-06-06,Slovakia,Austria,1656,5,0 - 0
2021-06-14,Slovakia,Poland,1691,35,2 - 1
2021-06-18,Slovakia,Sweden,1678,-13,1 - 0
2021-06-23,Slovakia,Spain,1670,-8,5 - 0
2021-09-01,Slovakia,Slovenia,1673,3,1 - 1
2021-09-04,Slovakia,Croatia,1656,-17,0 - 1
2021-09-07,Slovakia,Cyprus,1660,4,2 - 0
2021-10-08,Slovakia,Russia,1650,-10,1 - 0
2021-10-11,Slovakia,Croatia,1664,14,2 - 2
2021-11-11,Slovakia,Slovenia,1655,-9,2 - 2
2021-11-14,Slovakia,Malta,1667,12,0 - 6
2022-03-25,Slovakia,Norway,1659,-8,2 - 0
2022-03-29,Slovakia,Finland,1676,17,2 - 0
2022-06-03,Slovakia,Belarus,1686,10,1 - 0
2022-06-06,Slovakia,Kazakhstan,1649,-37,0 - 1
2022-06-10,Slovakia,Azerbaijan,1656,7,0 - 1
2022-06-13,Slovakia,Kazakhstan,1627,-29,2 - 1
2022-09-22,Slovakia,Azerbaijan,1591,-36,1 - 2
2022-09-25,Slovakia,Belarus,1577,-14,1 - 1
2022-11-17,Slovakia,Montenegro,1579,2,2 - 2
2022-11-20,Slovakia,Chile,1580,1,0 - 0
2023-03-23,Slovakia,Luxembourg,1568,-12,0 - 0
2023-03-26,Slovakia,Bosnia and Herzegovina,1595,27,2 - 0
2023-06-17,Slovakia,Iceland,1617,22,1 - 2
2023-06-20,Slovakia,Liechtenstein,1619,2,0 - 1
2023-09-08,Slovakia,Portugal,1613,-6,0 - 1
2023-09-11,Slovakia,Liechtenstein,1614,1,3 - 0
2023-10-13,Slovakia,Portugal,1612,-2,3 - 2
2023-10-16,Slovakia,Luxembourg,1632,20,0 - 1
2023-11-16,Slovakia,Iceland,1644,12,4 - 2
2023-11-19,Slovakia,Bosnia and Herzegovina,1662,18,1 - 2
2024-03-23,Slovakia,Austria,1650,-12,0 - 2
2024-03-26,Slovakia,Norway,1655,5,1 - 1
2024-06-05,Slovakia,San Marino,1655,0,4 - 0
2024-06-09,Slovakia,Wales,1671,16,4 - 0
2024-06-17,Slovakia,Belgium,1714,43,1 - 0
2024-06-21,Slovakia,Ukraine,1694,-20,2 - 1
2024-06-26,Slovakia,Romania,1694,0,1 - 1
2024-06-30,Slovakia,England,1685,-9,2 - 1
2024-09-05,Slovakia,Estonia,1694,9,0 - 1
2024-09-08,Slovakia,Azerbaijan,1702,8,2 - 0
2024-10-11,Slovakia,Sweden,1696,-6,2 - 2
2024-10-14,Slovakia,Azerbaijan,1713,17,1 - 3
2024-11-16,Slovakia,Sweden,1699,-14,2 - 1
2024-11-19,Slovakia,Estonia,1702,3,1 - 0
2025-03-20,Slovakia,Slovenia,1698,-4,0 - 0
2025-03-23,Slovakia,Slovenia,1685,-13,1 - 0
2025-06-07,Slovakia,Greece,1678,-7,4 - 1
2025-06-10,Slovakia,Israel,1666,-12,1 - 0
2025-09-04,Slovakia,Germany,1707,42,2 - 0
2025-09-07,Slovakia,Luxembourg,1717,10,0 - 1
2025-10-10,Slovakia,Northern Ireland,1684,-33,2 - 0
2025-10-13,Slovakia,Luxembourg,1690,6,2 - 0
2025-11-14,Slovakia,Northern Ireland,1700,10,1 - 0
2025-11-17,Slovakia,Germany,1687,-13,6 - 0
2026-03-26,Slovakia,Kosovo,1663,-24,3 - 4
2026-03-31,Slovakia,Romania,1673,10,2 - 0
2026-06-01,Slovakia,Malta,1674,1,2 - 1
2026-06-05,Slovakia,Montenegro,1667,-7,2 - 2
2021-06-04,Slovenia,Gibraltar,1616,1,6 - 0
2021-09-01,Slovenia,Slovakia,1613,-3,1 - 1
2021-09-04,Slovenia,Malta,1616,3,1 - 0
2021-09-07,Slovenia,Croatia,1607,-9,3 - 0
2021-10-08,Slovenia,Malta,1621,14,0 - 4
2021-10-11,Slovenia,Russia,1603,-18,1 - 2
2021-11-11,Slovenia,Slovakia,1612,9,2 - 2
2021-11-14,Slovenia,Cyprus,1615,3,2 - 1
2022-03-26,Slovenia,Croatia,1621,6,1 - 1
2022-03-29,Slovenia,Qatar,1625,4,0 - 0
2022-06-02,Slovenia,Sweden,1602,-23,0 - 2
2022-06-05,Slovenia,Serbia,1592,-10,4 - 1
2022-06-09,Slovenia,Norway,1606,14,0 - 0
2022-06-12,Slovenia,Serbia,1614,8,2 - 2
2022-09-24,Slovenia,Norway,1639,25,2 - 1
2022-09-27,Slovenia,Sweden,1650,11,1 - 1
2022-11-17,Slovenia,Romania,1662,12,1 - 2
2022-11-20,Slovenia,Montenegro,1666,4,1 - 0
2023-03-23,Slovenia,Kazakhstan,1677,11,1 - 2
2023-03-26,Slovenia,San Marino,1677,0,2 - 0
2023-06-16,Slovenia,Finland,1655,-22,2 - 0
2023-06-19,Slovenia,Denmark,1661,6,1 - 1
2023-09-07,Slovenia,Northern Ireland,1671,10,4 - 2
2023-09-10,Slovenia,San Marino,1672,1,0 - 4
2023-10-14,Slovenia,Finland,1699,27,3 - 0
2023-10-17,Slovenia,Northern Ireland,1712,13,0 - 1
2023-11-17,Slovenia,Denmark,1705,-7,2 - 1
2023-11-20,Slovenia,Kazakhstan,1710,5,2 - 1
2024-01-20,Slovenia,USA,1724,14,0 - 1
2024-03-21,Slovenia,Malta,1716,-8,2 - 2
2024-03-26,Slovenia,Portugal,1739,23,2 - 0
2024-06-04,Slovenia,Armenia,1741,2,2 - 1
2024-06-08,Slovenia,Bulgaria,1733,-8,1 - 1
2024-06-16,Slovenia,Denmark,1740,7,1 - 1
2024-06-20,Slovenia,Serbia,1743,3,1 - 1
2024-06-25,Slovenia,England,1758,15,0 - 0
2024-07-01,Slovenia,Portugal,1771,13,0 - 0
2024-09-06,Slovenia,Austria,1771,0,1 - 1
2024-09-09,Slovenia,Kazakhstan,1777,6,3 - 0
2024-10-10,Slovenia,Norway,1749,-28,3 - 0
2024-10-13,Slovenia,Kazakhstan,1759,10,0 - 1
2024-11-14,Slovenia,Norway,1714,-45,1 - 4
2024-11-17,Slovenia,Austria,1727,13,1 - 1
2025-03-20,Slovenia,Slovakia,1731,4,0 - 0
2025-03-23,Slovenia,Slovakia,1744,13,1 - 0
2025-06-06,Slovenia,Luxembourg,1749,5,0 - 1
2025-06-10,Slovenia,Bosnia and Herzegovina,1752,3,2 - 1
2025-09-05,Slovenia,Sweden,1747,-5,2 - 2
2025-09-08,Slovenia,Switzerland,1731,-16,3 - 0
2025-10-10,Slovenia,Kosovo,1731,0,0 - 0
2025-10-13,Slovenia,Switzerland,1735,4,0 - 0
2025-11-15,Slovenia,Kosovo,1691,-44,0 - 2
2025-11-18,Slovenia,Sweden,1695,4,1 - 1
2026-03-28,Slovenia,Hungary,1688,-7,1 - 0
2026-03-31,Slovenia,Montenegro,1694,6,2 - 3
2026-06-04,Slovenia,Cyprus,1685,-9,1 - 1
2026-06-07,Slovenia,Croatia,1682,-3,2 - 1
2022-03-17,Solomon Islands,Cook Islands,1165,4,2 - 0
2022-03-24,Solomon Islands,Tahiti,1197,32,3 - 1
2022-03-27,Solomon Islands,Papua New Guinea,1217,20,3 - 2
2022-03-30,Solomon Islands,New Zealand,1207,-10,5 - 0
2022-09-21,Solomon Islands,New Caledonia,1226,19,1 - 0
2022-09-24,Solomon Islands,Fiji,1228,2,2 - 2
2022-09-30,Solomon Islands,Fiji,1208,-20,1 - 0
2023-03-23,Solomon Islands,Vanuatu,1227,19,2 - 0
2023-03-26,Solomon Islands,Fiji,1256,29,0 - 2
2023-06-14,Solomon Islands,Malaysia,1243,-13,4 - 1
2023-06-18,Solomon Islands,Singapore,1243,0,1 - 1
2023-10-08,Solomon Islands,Papua New Guinea,1270,27,3 - 1
2023-10-11,Solomon Islands,Vanuatu,1281,11,1 - 0
2023-10-14,Solomon Islands,New Caledonia,1303,22,0 - 1
2023-11-17,Solomon Islands,Samoa,1304,1,1 - 0
2023-11-23,Solomon Islands,American Samoa,1304,0,11 - 0
2023-11-28,Solomon Islands,Fiji,1318,14,2 - 0
2023-12-02,Solomon Islands,New Caledonia,1308,-10,2 - 2
2024-03-18,Solomon Islands,Fiji,1313,5,2 - 1
2024-03-21,Solomon Islands,Fiji,1290,-23,0 - 2
2024-06-15,Solomon Islands,Vanuatu,1255,-35,1 - 0
2024-06-18,Solomon Islands,New Zealand,1240,-15,3 - 0
2024-09-02,Solomon Islands,Fiji,1227,-13,1 - 0
2024-09-05,Solomon Islands,Hong Kong,1190,-37,3 - 0
2024-10-10,Solomon Islands,Fiji,1176,-14,1 - 0
2024-11-14,Solomon Islands,New Caledonia,1160,-16,3 - 2
2024-11-17,Solomon Islands,Papua New Guinea,1180,20,1 - 2
2024-12-09,Solomon Islands,Vanuatu,1196,16,4 - 1
2024-12-18,Solomon Islands,Papua New Guinea,1164,-32,2 - 3
2024-12-21,Solomon Islands,Fiji,1128,-36,1 - 3
2025-11-13,Solomon Islands,Papua New Guinea,1111,-16,1 - 0
2025-11-20,Solomon Islands,Vanuatu,1090,-21,2 - 1
2025-11-22,Solomon Islands,Fiji,1091,1,1 - 1
2026-03-27,Solomon Islands,Bulgaria,1082,-8,10 - 2
2026-03-30,Solomon Islands,St Kitts and Nevis,1054,-28,4 - 2
2021-06-15,Somalia,Djibouti,913,-8,1 - 0
2021-06-20,Somalia,Oman,912,-1,2 - 1
2022-03-23,Somalia,Eswatini,903,-9,3 - 0
2022-03-27,Somalia,Eswatini,899,-4,2 - 1
2023-10-14,Somalia,Niger,894,-5,3 - 0
2023-10-17,Somalia,Sierra Leone,892,-2,2 - 0
2023-10-19,Somalia,Libya,901,9,0 - 0
2023-11-21,Somalia,Uganda,898,-3,1 - 0
2024-03-20,Somalia,Eswatini,890,-8,3 - 0
2024-03-26,Somalia,Eswatini,906,16,2 - 2
2024-06-07,Somalia,Mozambique,904,-2,2 - 1
2024-06-10,Somalia,Botswana,899,-5,3 - 1
2025-03-21,Somalia,Guinea,918,19,0 - 0
2025-03-25,Somalia,Botswana,915,-3,2 - 0
2025-09-05,Somalia,Guinea,910,-3,3 - 0
2025-09-08,Somalia,Uganda,908,-2,2 - 0
2025-10-14,Somalia,Mozambique,905,-2,1 - 0
2025-11-17,Somalia,Bahrain,925,20,1 - 2
2025-11-21,Somalia,Bahrain,944,19,0 - 1
2025-11-26,Somalia,Oman,962,18,0 - 0
2026-03-27,Somalia,Mauritius,968,7,0 - 0
2026-03-31,Somalia,Mauritius,979,11,0 - 0
2021-06-10,South Africa,Uganda,1487,7,3 - 2
2021-07-06,South Africa,Botswana,1493,6,1 - 0
2021-07-08,South Africa,Eswatini,1497,4,1 - 0
2021-07-13,South Africa,Lesotho,1504,7,4 - 0
2021-07-14,South Africa,Zambia,1495,-9,0 - 0
2021-07-16,South Africa,Mozambique,1508,13,3 - 0
2021-07-18,South Africa,Senegal,1513,5,0 - 0
2021-09-03,South Africa,Zimbabwe,1510,-3,0 - 0
2021-09-06,South Africa,Ghana,1530,20,1 - 0
2021-10-09,South Africa,Ethiopia,1553,23,1 - 3
2021-10-12,South Africa,Ethiopia,1558,5,1 - 0
2021-11-11,South Africa,Zimbabwe,1563,5,1 - 0
2021-11-14,South Africa,Ghana,1550,-13,1 - 0
2022-03-25,South Africa,Guinea,1545,-5,0 - 0
2022-03-29,South Africa,France,1544,-1,5 - 0
2022-06-09,South Africa,Morocco,1538,-6,2 - 1
2022-07-13,South Africa,Mozambique,1523,-15,0 - 0
2022-07-15,South Africa,Madagascar,1528,5,2 - 1
2022-07-17,South Africa,Botswana,1536,8,2 - 1
2022-09-24,South Africa,Sierra Leone,1542,6,4 - 0
2022-09-27,South Africa,Botswana,1546,4,1 - 0
2022-11-17,South Africa,Mozambique,1549,3,2 - 1
2022-11-20,South Africa,Angola,1543,-6,1 - 1
2023-03-24,South Africa,Liberia,1528,-15,2 - 2
2023-03-28,South Africa,Liberia,1542,14,1 - 2
2023-06-17,South Africa,Morocco,1574,32,2 - 1
2023-07-05,South Africa,Namibia,1561,-13,1 - 1
2023-07-08,South Africa,Botswana,1567,6,2 - 1
2023-07-11,South Africa,Eswatini,1571,4,2 - 1
2023-07-14,South Africa,Zambia,1541,-30,1 - 2
2023-07-16,South Africa,Malawi,1526,-15,0 - 0
2023-09-09,South Africa,Namibia,1520,-6,0 - 0
2023-09-12,South Africa,DR Congo,1527,7,1 - 0
2023-10-13,South Africa,Eswatini,1519,-8,0 - 0
2023-10-17,South Africa,Côte d'Ivoire,1525,6,1 - 1
2023-11-18,South Africa,Benin,1532,7,2 - 1
2023-11-21,South Africa,Rwanda,1489,-43,2 - 0
2024-01-10,South Africa,Lesotho,1481,-8,0 - 0
2024-01-16,South Africa,Mali,1458,-23,2 - 0
2024-01-21,South Africa,Namibia,1501,43,4 - 0
2024-01-24,South Africa,Tunisia,1513,12,0 - 0
2024-01-30,South Africa,Morocco,1578,65,2 - 0
2024-02-03,South Africa,Cabo Verde,1577,-1,0 - 0
2024-02-07,South Africa,Nigeria,1583,6,1 - 1
2024-02-10,South Africa,DR Congo,1579,-4,0 - 0
2024-03-21,South Africa,Andorra,1566,-13,1 - 1
2024-03-26,South Africa,Algeria,1574,8,3 - 3
2024-06-07,South Africa,Nigeria,1582,8,1 - 1
2024-06-11,South Africa,Zimbabwe,1588,6,3 - 1
2024-06-26,South Africa,Mozambique,1574,-14,1 - 1
2024-06-29,South Africa,Botswana,1559,-15,0 - 0
2024-07-02,South Africa,Eswatini,1562,3,1 - 0
2024-09-06,South Africa,Uganda,1548,-14,2 - 2
2024-09-10,South Africa,South Sudan,1553,5,2 - 3
2024-10-11,South Africa,Congo,1561,8,5 - 0
2024-10-15,South Africa,Congo,1550,-11,1 - 1
2024-11-15,South Africa,Uganda,1576,26,0 - 2
2024-11-19,South Africa,South Sudan,1579,3,3 - 0
2025-03-21,South Africa,Lesotho,1583,4,2 - 0
2025-03-25,South Africa,Benin,1601,18,2 - 0
2025-06-04,South Africa,Mozambique,1568,-32,0 - 1
2025-06-06,South Africa,Tanzania,1562,-6,0 - 0
2025-06-07,South Africa,Zimbabwe,1571,9,2 - 0
2025-06-10,South Africa,Mozambique,1578,7,2 - 0
2025-06-10,South Africa,Mauritius,1559,-19,0 - 0
2025-06-13,South Africa,Comoros,1571,12,3 - 1
2025-06-15,South Africa,Angola,1525,-46,0 - 3
2025-09-05,South Africa,Lesotho,1531,6,3 - 0
2025-09-09,South Africa,Nigeria,1528,-3,1 - 1
2025-10-10,South Africa,Zimbabwe,1515,-13,0 - 0
2025-10-14,South Africa,Rwanda,1525,11,3 - 0
2025-11-15,South Africa,Zambia,1531,6,3 - 1
2025-12-22,South Africa,Angola,1559,28,2 - 1
2025-12-26,South Africa,Egypt,1538,-21,1 - 0
2025-12-29,South Africa,Zimbabwe,1551,13,3 - 2
2026-01-04,South Africa,Cameroon,1528,-22,2 - 1
2026-03-27,South Africa,Panama,1531,3,1 - 1
2026-03-31,South Africa,Panama,1524,-7,1 - 2
2026-05-29,South Africa,Nicaragua,1517,-7,0 - 0
2026-06-06,South Africa,Jamaica,1517,0,1 - 1
2021-06-05,South Korea,Turkmenistan,1761,3,5 - 0
2021-06-09,South Korea,Sri Lanka,1761,0,5 - 0
2021-06-13,South Korea,Lebanon,1763,2,2 - 1
2021-09-02,South Korea,Iraq,1751,-12,0 - 0
2021-09-07,South Korea,Lebanon,1753,2,1 - 0
2021-10-07,South Korea,Syria,1756,3,2 - 1
2021-10-12,South Korea,Iran,1765,9,1 - 1
2021-11-11,South Korea,United Arab Emirates,1769,4,1 - 0
2021-11-16,South Korea,Iraq,1787,18,3 - 0
2022-01-15,South Korea,Iceland,1794,7,5 - 1
2022-01-21,South Korea,Moldova,1795,1,4 - 0
2022-01-27,South Korea,Lebanon,1801,6,0 - 1
2022-02-01,South Korea,Syria,1807,6,2 - 0
2022-03-24,South Korea,Iran,1832,25,2 - 0
2022-03-29,South Korea,United Arab Emirates,1800,-32,1 - 0
2022-06-02,South Korea,Brazil,1793,-7,1 - 5
2022-06-06,South Korea,Chile,1803,10,2 - 0
2022-06-10,South Korea,Paraguay,1798,-5,2 - 2
2022-06-14,South Korea,Egypt,1805,7,4 - 1
2022-07-20,South Korea,China,1813,8,3 - 0
2022-07-24,South Korea,Hong Kong,1814,1,3 - 0
2022-07-27,South Korea,Japan,1783,-31,3 - 0
2022-09-23,South Korea,Costa Rica,1779,-4,2 - 2
2022-09-27,South Korea,Cameroon,1783,4,1 - 0
2022-11-11,South Korea,Iceland,1786,3,1 - 0
2022-11-24,South Korea,Uruguay,1798,12,0 - 0
2022-11-28,South Korea,Ghana,1750,-48,3 - 2
2022-12-02,South Korea,Portugal,1801,51,2 - 1
2022-12-05,South Korea,Brazil,1788,-13,4 - 1
2023-03-24,South Korea,Colombia,1789,1,2 - 2
2023-03-28,South Korea,Uruguay,1779,-10,1 - 2
2023-06-16,South Korea,Peru,1768,-11,0 - 1
2023-06-20,South Korea,El Salvador,1760,-8,1 - 1
2023-09-07,South Korea,Wales,1760,0,0 - 0
2023-09-12,South Korea,Saudi Arabia,1765,5,1 - 0
2023-10-13,South Korea,Tunisia,1778,13,4 - 0
2023-10-17,South Korea,Vietnam,1780,2,6 - 0
2023-11-16,South Korea,Singapore,1781,1,5 - 0
2023-11-21,South Korea,China,1798,17,0 - 3
2024-01-06,South Korea,Iraq,1803,5,1 - 0
2024-01-15,South Korea,Bahrain,1811,8,3 - 1
2024-01-20,South Korea,Jordan,1794,-17,2 - 2
2024-01-25,South Korea,Malaysia,1771,-23,3 - 3
2024-01-30,South Korea,Saudi Arabia,1760,-11,1 - 1
2024-02-02,South Korea,Australia,1787,27,2 - 1
2024-02-06,South Korea,Jordan,1729,-58,2 - 0
2024-03-21,South Korea,Thailand,1712,-17,1 - 1
2024-03-26,South Korea,Thailand,1731,19,0 - 3
2024-06-06,South Korea,Singapore,1735,4,0 - 7
2024-06-11,South Korea,China,1738,3,1 - 0
2024-09-05,South Korea,Palestine,1721,-17,0 - 0
2024-09-10,South Korea,Oman,1743,22,1 - 3
2024-10-10,South Korea,Jordan,1772,29,0 - 2
2024-10-15,South Korea,Iraq,1781,9,3 - 2
2024-11-14,South Korea,Kuwait,1789,8,1 - 3
2024-11-19,South Korea,Palestine,1773,-16,1 - 1
2025-03-20,South Korea,Oman,1757,-16,1 - 1
2025-03-25,South Korea,Jordan,1745,-12,1 - 1
2025-06-05,South Korea,Iraq,1765,21,0 - 2
2025-06-10,South Korea,Kuwait,1768,3,4 - 0
2025-07-07,South Korea,China,1773,4,3 - 0
2025-07-11,South Korea,Hong Kong,1774,1,2 - 0
2025-07-15,South Korea,Japan,1753,-21,0 - 1
2025-09-06,South Korea,USA,1770,17,0 - 2
2025-09-09,South Korea,Mexico,1773,3,2 - 2
2025-10-10,South Korea,Brazil,1759,-14,0 - 5
2025-10-14,South Korea,Paraguay,1774,14,2 - 0
2025-11-14,South Korea,Bolivia,1782,8,2 - 0
2025-11-18,South Korea,Ghana,1784,2,1 - 0
2026-03-28,South Korea,Côte d'Ivoire,1758,-26,4 - 0
2026-03-31,South Korea,Austria,1752,-6,1 - 0
2026-05-30,South Korea,Trinidad and Tobago,1756,4,5 - 0
2026-06-03,South Korea,El Salvador,1758,2,1 - 0
2021-10-06,South Sudan,Sierra Leone,1092,10,1 - 1
2021-10-12,South Sudan,Gambia,1087,-5,2 - 1
2022-01-27,South Sudan,Uzbekistan,1084,-3,3 - 0
2022-01-31,South Sudan,Jordan,1083,-1,2 - 1
2022-03-23,South Sudan,Djibouti,1098,15,4 - 2
2022-03-27,South Sudan,Djibouti,1107,9,1 - 0
2022-05-29,South Sudan,Sudan,1112,5,0 - 0
2022-06-04,South Sudan,Gambia,1107,-5,1 - 0
2022-06-09,South Sudan,Mali,1104,-3,3 - 1
2023-03-23,South Sudan,Congo,1138,34,1 - 2
2023-03-27,South Sudan,Congo,1125,-13,1 - 0
2023-06-14,South Sudan,Gambia,1120,-5,3 - 2
2023-06-18,South Sudan,Egypt,1119,-1,3 - 0
2023-09-08,South Sudan,Mali,1117,-2,4 - 0
2023-09-12,South Sudan,Kenya,1135,18,0 - 1
2023-11-18,South Sudan,Senegal,1134,-1,4 - 0
2023-11-21,South Sudan,Mauritania,1147,13,0 - 0
2024-03-22,South Sudan,São Tomé and Príncipe,1142,-5,1 - 1
2024-03-26,South Sudan,São Tomé and Príncipe,1137,-5,0 - 0
2024-06-05,South Sudan,Togo,1152,15,1 - 1
2024-06-11,South Sudan,Sudan,1128,-24,0 - 3
2024-09-05,South Sudan,Congo,1120,-8,1 - 0
2024-09-10,South Sudan,South Africa,1115,-5,2 - 3
2024-10-11,South Sudan,Uganda,1111,-4,1 - 0
2024-10-15,South Sudan,Uganda,1101,-10,1 - 2
2024-11-14,South Sudan,Congo,1125,24,3 - 2
2024-11-19,South Sudan,South Africa,1122,-3,3 - 0
2025-03-21,South Sudan,DR Congo,1120,-2,1 - 0
2025-03-25,South Sudan,Sudan,1134,14,1 - 1
2025-09-05,South Sudan,DR Congo,1125,-8,1 - 4
2025-09-09,South Sudan,Mauritania,1140,15,0 - 0
2025-10-10,South Sudan,Senegal,1137,-3,0 - 5
2025-10-13,South Sudan,Togo,1143,6,0 - 0
2025-11-25,South Sudan,Syria,1133,-9,2 - 0
2026-03-26,South Sudan,Djibouti,1144,10,4 - 0
2026-03-29,South Sudan,Djibouti,1109,-35,0 - 1
2021-06-04,Spain,Portugal,2034,-3,0 - 0
2021-06-08,Spain,Lithuania,2034,0,4 - 0
2021-06-14,Spain,Sweden,2017,-17,0 - 0
2021-06-19,Spain,Poland,1998,-19,1 - 1
2021-06-23,Spain,Slovakia,2006,8,5 - 0
2021-06-28,Spain,Croatia,2027,21,5 - 3
2021-07-02,Spain,Switzerland,2019,-8,1 - 1
2021-07-06,Spain,Italy,2024,5,1 - 1
2021-09-02,Spain,Sweden,2001,-23,2 - 1
2021-09-05,Spain,Georgia,2003,2,4 - 0
2021-09-08,Spain,Kosovo,2009,6,0 - 2
2021-10-06,Spain,Italy,2045,36,1 - 2
2021-10-10,Spain,France,2023,-22,2 - 1
2021-11-11,Spain,Greece,2031,8,0 - 1
2021-11-14,Spain,Sweden,2037,6,1 - 0
2022-03-26,Spain,Albania,2038,1,2 - 1
2022-03-29,Spain,Iceland,2039,1,5 - 0
2022-06-02,Spain,Portugal,2031,-8,1 - 1
2022-06-05,Spain,Czech Republic,2026,-5,2 - 2
2022-06-09,Spain,Switzerland,2043,17,0 - 1
2022-06-12,Spain,Czech Republic,2052,9,2 - 0
2022-09-24,Spain,Switzerland,2019,-33,1 - 2
2022-09-27,Spain,Portugal,2045,26,0 - 1
